State,Phase,Time Period,Time Period Start Date,Time Period End Date,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Mississippi,3.10,62,2023-09-20,2023-10-02,21.9,31.4,35.5,False,True,False
Missouri,1,1,2020-04-23,2020-05-05,21.0,30.4,35.2,False,False,False
Missouri,1,2,2020-05-07,2020-05-12,24.1,37.8,41.3,False,False,False
Missouri,1,3,2020-05-14,2020-05-19,24.3,30.4,35.4,False,False,False
Missouri,1,4,2020-05-21,2020-05-26,24.3,29.0,32.9,False,False,False
Missouri,1,5,2020-05-28,2020-06-02,24.5,30.1,33.7,False,False,False
Missouri,1,6,2020-06-04,2020-06-09,23.1,23.2,29.5,False,False,False
Missouri,1,7,2020-06-11,2020-06-16,26.1,33.3,36.5,False,False,False
Missouri,1,8,2020-06-18,2020-06-23,25.0,28.3,32.9,False,False,False
Missouri,1,9,2020-06-25,2020-06-30,25.6,32.2,35.8,False,False,False
Missouri,1,10,2020-07-02,2020-07-07,28.8,35.3,40.6,False,False,False
Missouri,1,11,2020-07-09,2020-07-14,25.8,35.3,38.7,False,False,False
Missouri,1,12,2020-07-16,2020-07-21,24.8,34.9,37.9,False,False,False
Missouri,2,13,2020-08-19,2020-08-31,23.7,27.8,33.5,False,False,False
Missouri,2,14,2020-09-02,2020-09-14,21.8,29.0,33.1,False,False,False
Missouri,2,15,2020-09-16,2020-09-28,22.7,29.9,33.8,False,False,False
Missouri,2,16,2020-09-30,2020-10-12,25.5,30.7,36.4,False,False,False
Missouri,2,17,2020-10-14,2020-10-26,29.4,35.2,40.8,False,False,False
Missouri,3,18,2020-10-28,2020-11-09,27.5,35.5,40.3,False,False,False
Missouri,3,19,2020-11-11,2020-11-23,26.6,33.3,39.7,False,False,False
Missouri,3,20,2020-11-25,2020-12-07,27.4,35.2,38.9,False,False,False
Missouri,3,21,2020-12-09,2020-12-21,29.0,35.7,40.3,False,False,False
Missouri,3,22,2021-01-06,2021-01-18,31.9,36.4,43.7,False,False,False
Missouri,3,23,2021-01-20,2021-02-01,26.9,33.6,39.0,False,False,False
Missouri,3,24,2021-02-03,2021-02-15,29.3,33.0,39.9,False,False,False
Missouri,3,25,2021-02-17,2021-03-01,27.2,34.4,37.8,False,False,False
Missouri,3,26,2021-03-03,2021-03-15,26.2,33.3,37.6,False,False,False
Missouri,3,27,2021-03-17,2021-03-29,24.5,28.6,34.7,False,False,False
Missouri,3.1,28,2021-04-14,2021-04-26,21.1,28.9,32.7,False,False,False
Missouri,3.1,29,2021-04-28,2021-05-10,20.8,26.5,30.9,False,False,False
Missouri,3.1,30,2021-05-12,2021-05-24,16.3,23.4,26.7,False,False,False
Missouri,3.1,31,2021-05-26,2021-06-07,24.3,29.3,33.6,False,False,False
Missouri,3.1,32,2021-06-09,2021-06-21,20.9,28.9,31.9,False,False,False
Missouri,3.1,33,2021-06-23,2021-07-05,21.1,25.1,30.0,False,False,False
Missouri,3.2,34,2021-07-21,2021-08-02,22.3,26.7,31.1,False,False,False
Missouri,3.2,35,2021-08-04,2021-08-16,25.0,27.9,32.0,False,False,False
Missouri,3.2,36,2021-08-18,2021-08-30,22.5,27.1,30.6,False,False,False
Missouri,3.2,37,2021-09-01,2021-09-13,24.2,27.3,33.7,False,False,False
Missouri,3.2,38,2021-09-15,2021-09-27,30.3,33.0,39.4,False,False,False
Missouri,3.2,39,2021-09-29,2021-10-11,23.9,29.6,33.6,False,False,False
Missouri,3.3,40,2021-12-01,2021-12-13,22.1,29.0,32.8,False,False,False
Missouri,3.3,41,2021-12-29,2022-01-10,25.3,25.1,32.7,False,False,False
Missouri,3.3,42,2022-01-26,2022-02-07,23.2,26.2,31.4,False,False,False
Missouri,3.4,43,2022-03-02,2022-03-14,22.3,29.6,33.5,False,False,False
Missouri,3.4,44,2022-03-30,2022-04-11,21.7,30.0,32.2,False,False,False
Missouri,3.4,45,2022-04-27,2022-05-09,22.9,28.3,31.7,False,False,False
Missouri,3.5,46,2022-06-01,2022-06-13,20.4,26.9,31.1,False,False,False
Missouri,3.5,47,2022-06-29,2022-07-11,21.2,27.4,30.5,False,False,False
Missouri,3.5,48,2022-07-27,2022-08-08,21.6,27.8,31.5,False,False,False
Missouri,3.6,49,2022-09-14,2022-09-26,26.3,30.1,36.9,False,False,False
Missouri,3.6,50,2022-10-05,2022-10-17,26.9,36.3,39.4,False,False,False
Missouri,3.6,51,2022-11-02,2022-11-14,24.6,30.8,35.7,False,False,False
Missouri,3.7,52,2022-12-09,2022-12-19,23.8,31.3,35.0,False,False,False
Missouri,3.7,53,2023-01-04,2023-01-16,20.4,26.9,30.2,False,False,False
Missouri,3.7,54,2023-02-01,2023-02-13,22.1,31.1,34.3,False,False,False
Missouri,3.8,55,2023-03-01,2023-03-13,22.2,28.6,32.9,False,False,False
Missouri,3.8,56,2023-03-29,2023-04-10,21.9,31.2,33.7,False,False,False
Missouri,3.8,57,2023-04-26,2023-05-08,25.4,30.4,35.1,False,False,False
Missouri,3.9,58,2023-06-07,2023-06-19,21.3,27.1,32.6,False,False,False
Missouri,3.9,59,2023-06-28,2023-07-10,24.7,31.8,37.3,False,False,False
Missouri,3.9,60,2023-07-26,2023-08-07,21.3,28.3,31.7,False,False,False
Missouri,3.10,61,2023-08-23,2023-09-04,17.5,24.4,27.9,False,False,False
Missouri,3.10,62,2023-09-20,2023-10-02,24.1,30.2,34.5,False,False,False
Montana,1,1,2020-04-23,2020-05-05,18.2,22.8,27.3,False,False,True
Montana,1,2,2020-05-07,2020-05-12,20.8,24.9,27.6,False,False,True
Montana,1,3,2020-05-14,2020-05-19,21.1,25.7,29.7,False,False,True
Montana,1,4,2020-05-21,2020-05-26,22.2,24.3,30.7,False,False,True
Montana,1,5,2020-05-28,2020-06-02,20.5,22.6,28.6,False,False,True
Montana,1,6,2020-06-04,2020-06-09,17.5,26.4,30.4,False,False,True
Montana,1,7,2020-06-11,2020-06-16,21.8,30.6,34.2,False,False,True
Montana,1,8,2020-06-18,2020-06-23,21.6,27.8,30.9,False,False,True
Montana,1,9,2020-06-25,2020-06-30,22.2,25.7,30.6,False,False,True
Montana,1,10,2020-07-02,2020-07-07,23.8,31.7,34.3,False,False,True
Montana,1,11,2020-07-09,2020-07-14,28.5,35.6,40.2,False,False,True
Montana,1,12,2020-07-16,2020-07-21,28.4,27.5,36.0,False,False,True
Montana,2,13,2020-08-19,2020-08-31,18.6,27.9,30.7,False,False,True
Montana,2,14,2020-09-02,2020-09-14,22.2,29.6,33.1,False,False,True
Montana,2,15,2020-09-16,2020-09-28,24.4,33.1,38.2,False,False,True
Montana,2,16,2020-09-30,2020-10-12,19.9,27.8,32.8,False,False,True
Montana,2,17,2020-10-14,2020-10-26,20.1,29.4,34.8,False,False,True
Montana,3,18,2020-10-28,2020-11-09,22.9,36.6,39.4,False,False,True
Montana,3,19,2020-11-11,2020-11-23,30.1,39.9,45.3,False,False,True
Montana,3,20,2020-11-25,2020-12-07,26.3,35.9,39.4,False,False,True
Montana,3,21,2020-12-09,2020-12-21,29.5,36.6,40.7,False,False,True
Montana,3,22,2021-01-06,2021-01-18,23.7,32.3,35.7,False,False,True
Montana,3,23,2021-01-20,2021-02-01,24.9,30.5,35.1,False,False,True
Montana,3,24,2021-02-03,2021-02-15,23.4,25.0,32.1,False,False,True
Montana,3,25,2021-02-17,2021-03-01,23.5,25.2,31.1,False,False,True
Montana,3,26,2021-03-03,2021-03-15,21.5,26.7,30.8,False,False,True
Montana,3,27,2021-03-17,2021-03-29,22.6,28.0,32.7,False,False,True
Montana,3.1,28,2021-04-14,2021-04-26,26.4,30.4,36.1,False,False,True
Montana,3.1,29,2021-04-28,2021-05-10,17.8,21.7,24.1,False,False,True
Montana,3.1,30,2021-05-12,2021-05-24,17.1,23.7,27.1,False,False,True
Montana,3.1,31,2021-05-26,2021-06-07,13.6,17.7,22.1,False,False,True
Montana,3.1,32,2021-06-09,2021-06-21,16.2,24.0,26.7,False,False,True
Montana,3.1,33,2021-06-23,2021-07-05,16.1,23.2,26.9,False,False,True
Montana,3.2,34,2021-07-21,2021-08-02,16.8,20.1,24.2,False,False,True
Montana,3.2,35,2021-08-04,2021-08-16,23.0,25.9,32.1,False,False,True
Montana,3.2,36,2021-08-18,2021-08-30,17.6,23.9,26.3,False,False,True
Montana,3.2,37,2021-09-01,2021-09-13,16.6,23.3,25.5,False,False,True
Montana,3.2,38,2021-09-15,2021-09-27,25.1,30.7,34.0,False,False,True
Montana,3.2,39,2021-09-29,2021-10-11,20.7,23.3,28.2,False,False,True
Montana,3.3,40,2021-12-01,2021-12-13,17.8,28.4,30.1,False,False,True
Montana,3.3,41,2021-12-29,2022-01-10,21.8,29.9,34.6,False,False,True
Montana,3.3,42,2022-01-26,2022-02-07,23.0,29.2,33.3,False,False,True
Montana,3.4,43,2022-03-02,2022-03-14,15.8,23.4,25.9,False,False,True
Montana,3.4,44,2022-03-30,2022-04-11,22.6,26.6,29.8,False,False,True
Montana,3.4,45,2022-04-27,2022-05-09,19.6,27.9,32.3,False,False,True
Montana,3.5,46,2022-06-01,2022-06-13,18.3,24.4,27.1,False,False,True
Montana,3.5,47,2022-06-29,2022-07-11,26.7,28.5,37.0,False,False,True
Montana,3.5,48,2022-07-27,2022-08-08,26.3,31.6,36.1,False,False,True
Montana,3.6,49,2022-09-14,2022-09-26,19.2,29.9,33.9,False,False,True
Montana,3.6,50,2022-10-05,2022-10-17,23.0,33.2,34.9,False,False,True
Montana,3.6,51,2022-11-02,2022-11-14,21.8,29.8,32.9,False,False,True
Montana,3.7,52,2022-12-09,2022-12-19,24.5,33.2,36.0,False,False,True
Montana,3.7,53,2023-01-04,2023-01-16,20.5,29.3,32.2,False,False,True
Montana,3.7,54,2023-02-01,2023-02-13,23.5,29.2,34.0,False,False,True
Montana,3.8,55,2023-03-01,2023-03-13,21.6,24.0,31.1,False,False,True
Montana,3.8,56,2023-03-29,2023-04-10,25.8,31.7,35.8,False,False,True
Montana,3.8,57,2023-04-26,2023-05-08,20.2,24.1,30.2,False,False,True
Montana,3.9,58,2023-06-07,2023-06-19,21.0,24.7,29.1,False,False,True
Montana,3.9,59,2023-06-28,2023-07-10,21.6,32.1,35.9,False,False,True
Montana,3.9,60,2023-07-26,2023-08-07,21.2,27.8,32.0,False,False,True
Montana,3.10,61,2023-08-23,2023-09-04,17.4,23.4,27.0,False,False,True
Montana,3.10,62,2023-09-20,2023-10-02,21.8,29.3,33.5,False,False,True
Nebraska,1,1,2020-04-23,2020-05-05,19.1,24.2,28.6,False,False,False
Nebraska,1,2,2020-05-07,2020-05-12,21.6,29.6,33.4,False,False,False
Nebraska,1,3,2020-05-14,2020-05-19,20.4,23.3,26.2,False,False,False
Nebraska,1,4,2020-05-21,2020-05-26,17.2,22.6,28.1,False,False,False
Nebraska,1,5,2020-05-28,2020-06-02,18.2,22.2,26.6,False,False,False
Nebraska,1,6,2020-06-04,2020-06-09,21.7,23.5,31.0,False,False,False
Nebraska,1,7,2020-06-11,2020-06-16,20.3,24.1,29.7,False,False,False
Nebraska,1,8,2020-06-18,2020-06-23,22.1,25.0,31.2,False,False,False
Nebraska,1,9,2020-06-25,2020-06-30,22.0,27.8,30.5,False,False,False
Nebraska,1,10,2020-07-02,2020-07-07,23.6,25.7,30.9,False,False,False
Nebraska,1,11,2020-07-09,2020-07-14,26.4,31.3,34.1,False,False,False
Nebraska,1,12,2020-07-16,2020-07-21,25.2,30.0,37.3,False,False,False
Nebraska,2,13,2020-08-19,2020-08-31,20.9,28.0,32.0,False,False,False
Nebraska,2,14,2020-09-02,2020-09-14,21.7,25.7,30.4,False,False,False
Nebraska,2,15,2020-09-16,2020-09-28,19.2,27.6,30.8,False,False,False
Nebraska,2,16,2020-09-30,2020-10-12,20.9,28.7,32.5,False,False,False
Nebraska,2,17,2020-10-14,2020-10-26,21.8,28.6,33.3,False,False,False
Nebraska,3,18,2020-10-28,2020-11-09,23.8,33.0,38.1,False,False,False
Nebraska,3,19,2020-11-11,2020-11-23,26.5,34.9,39.6,False,False,False
Nebraska,3,20,2020-11-25,2020-12-07,26.0,35.0,39.6,False,False,False
Nebraska,3,21,2020-12-09,2020-12-21,26.5,27.9,36.4,False,False,False
Nebraska,3,22,2021-01-06,2021-01-18,26.1,31.7,38.5,False,False,False
Nebraska,3,23,2021-01-20,2021-02-01,21.3,28.7,33.8,False,False,False
Nebraska,3,24,2021-02-03,2021-02-15,26.0,30.7,35.9,False,False,False
Nebraska,3,25,2021-02-17,2021-03-01,18.8,21.4,25.5,False,False,False
Nebraska,3,26,2021-03-03,2021-03-15,22.9,27.2,31.4,False,False,False
Nebraska,3,27,2021-03-17,2021-03-29,21.7,26.5,32.2,False,False,False
Nebraska,3.1,28,2021-04-14,2021-04-26,20.2,25.6,31.2,False,False,False
Nebraska,3.1,29,2021-04-28,2021-05-10,20.3,28.5,31.6,False,False,False
Nebraska,3.1,30,2021-05-12,2021-05-24,19.1,21.5,25.3,False,False,False
Nebraska,3.1,31,2021-05-26,2021-06-07,15.3,17.8,22.6,False,False,False
Nebraska,3.1,32,2021-06-09,2021-06-21,18.6,21.8,25.4,False,False,False
Nebraska,3.1,33,2021-06-23,2021-07-05,17.7,22.7,25.5,False,False,False
Nebraska,3.2,34,2021-07-21,2021-08-02,17.0,21.6,25.1,False,False,False
Nebraska,3.2,35,2021-08-04,2021-08-16,21.2,24.2,28.4,False,False,False
Nebraska,3.2,36,2021-08-18,2021-08-30,19.2,24.8,27.9,False,False,False
Nebraska,3.2,37,2021-09-01,2021-09-13,18.1,24.5,28.1,False,False,False
Nebraska,3.2,38,2021-09-15,2021-09-27,15.6,23.0,26.3,False,False,False
Nebraska,3.2,39,2021-09-29,2021-10-11,23.4,28.6,33.5,False,False,False
Nebraska,3.3,40,2021-12-01,2021-12-13,17.7,27.2,30.5,False,False,False
Nebraska,3.3,41,2021-12-29,2022-01-10,23.7,31.6,35.4,False,False,False
Nebraska,3.3,42,2022-01-26,2022-02-07,21.1,23.7,28.3,False,False,False
Nebraska,3.4,43,2022-03-02,2022-03-14,20.9,25.4,28.9,False,False,False
Nebraska,3.4,44,2022-03-30,2022-04-11,18.4,24.3,28.6,False,False,False
Nebraska,3.4,45,2022-04-27,2022-05-09,19.0,25.8,28.9,False,False,False
Nebraska,3.5,46,2022-06-01,2022-06-13,22.2,22.4,31.3,False,False,False
Nebraska,3.5,47,2022-06-29,2022-07-11,19.3,27.1,30.3,False,False,False
Nebraska,3.5,48,2022-07-27,2022-08-08,23.2,26.5,31.0,False,False,False
Nebraska,3.6,49,2022-09-14,2022-09-26,22.6,26.0,31.7,False,False,False
Nebraska,3.6,50,2022-10-05,2022-10-17,24.1,32.5,35.7,False,False,False
Nebraska,3.6,51,2022-11-02,2022-11-14,22.7,29.1,33.7,False,False,False
Nebraska,3.7,52,2022-12-09,2022-12-19,22.4,28.1,32.9,False,False,False
Nebraska,3.7,53,2023-01-04,2023-01-16,19.8,22.3,26.9,False,False,False
Nebraska,3.7,54,2023-02-01,2023-02-13,23.3,27.4,32.0,False,False,False
Nebraska,3.8,55,2023-03-01,2023-03-13,20.3,27.6,31.4,False,False,False
Nebraska,3.8,56,2023-03-29,2023-04-10,20.0,26.1,30.3,False,False,False
Nebraska,3.8,57,2023-04-26,2023-05-08,21.3,24.9,30.9,False,False,False
Nebraska,3.9,58,2023-06-07,2023-06-19,21.5,26.6,31.0,False,False,False
Nebraska,3.9,59,2023-06-28,2023-07-10,21.8,28.0,32.6,False,False,False
Nebraska,3.9,60,2023-07-26,2023-08-07,22.8,24.1,30.7,False,False,False
Nebraska,3.10,61,2023-08-23,2023-09-04,18.4,26.0,28.5,False,False,False
Nebraska,3.10,62,2023-09-20,2023-10-02,20.5,25.5,30.0,False,False,False
Nevada,1,1,2020-04-23,2020-05-05,23.6,31.4,34.8,False,False,True
Nevada,1,2,2020-05-07,2020-05-12,31.2,34.0,38.1,False,False,True
Nevada,1,3,2020-05-14,2020-05-19,26.9,29.0,36.9,False,False,True
Nevada,1,4,2020-05-21,2020-05-26,27.1,35.6,40.7,False,False,True
Nevada,1,5,2020-05-28,2020-06-02,20.2,30.3,34.2,False,False,True
Nevada,1,6,2020-06-04,2020-06-09,27.6,33.3,38.5,False,False,True
Nevada,1,7,2020-06-11,2020-06-16,30.4,33.5,37.9,False,False,True
Nevada,1,8,2020-06-18,2020-06-23,32.5,38.4,45.6,False,False,True
Nevada,1,9,2020-06-25,2020-06-30,26.8,35.0,39.1,False,False,True
Nevada,1,10,2020-07-02,2020-07-07,34.6,40.6,44.8,False,False,True
Nevada,1,11,2020-07-09,2020-07-14,33.3,42.8,46.4,False,False,True
Nevada,1,12,2020-07-16,2020-07-21,38.6,43.7,46.8,False,False,True
Nevada,2,13,2020-08-19,2020-08-31,26.9,35.2,40.4,False,False,True
Nevada,2,14,2020-09-02,2020-09-14,27.1,32.1,37.6,False,False,True
Nevada,2,15,2020-09-16,2020-09-28,31.3,35.6,42.8,False,False,True
Nevada,2,16,2020-09-30,2020-10-12,29.2,39.3,43.3,False,False,True
Nevada,2,17,2020-10-14,2020-10-26,31.0,37.1,41.9,False,False,True
Nevada,3,18,2020-10-28,2020-11-09,34.0,39.9,47.3,False,False,True
Nevada,3,19,2020-11-11,2020-11-23,32.5,43.2,47.6,False,False,True
Nevada,3,20,2020-11-25,2020-12-07,35.7,42.4,47.2,False,False,True
Nevada,3,21,2020-12-09,2020-12-21,35.3,39.5,46.1,False,False,True
Nevada,3,22,2021-01-06,2021-01-18,30.8,34.9,41.7,False,False,True
Nevada,3,23,2021-01-20,2021-02-01,30.9,37.4,41.4,False,False,True
Nevada,3,24,2021-02-03,2021-02-15,30.4,39.0,44.0,False,False,True
Nevada,3,25,2021-02-17,2021-03-01,36.1,40.9,46.5,False,False,True
Nevada,3,26,2021-03-03,2021-03-15,25.4,29.5,33.7,False,False,True
Nevada,3,27,2021-03-17,2021-03-29,29.1,35.4,41.7,False,False,True
Nevada,3.1,28,2021-04-14,2021-04-26,22.6,27.4,32.6,False,False,True
Nevada,3.1,29,2021-04-28,2021-05-10,21.3,24.2,29.2,False,False,True
Nevada,3.1,30,2021-05-12,2021-05-24,19.4,25.9,28.4,False,False,True
Nevada,3.1,31,2021-05-26,2021-06-07,28.2,30.7,36.5,False,False,True
Nevada,3.1,32,2021-06-09,2021-06-21,25.2,30.1,33.9,False,False,True
Nevada,3.1,33,2021-06-23,2021-07-05,26.2,30.8,35.6,False,False,True
Nevada,3.2,34,2021-07-21,2021-08-02,29.3,32.5,37.0,False,False,True
Nevada,3.2,35,2021-08-04,2021-08-16,25.2,29.0,33.1,False,False,True
Nevada,3.2,36,2021-08-18,2021-08-30,27.2,32.3,36.4,False,False,True
Nevada,3.2,37,2021-09-01,2021-09-13,24.9,29.7,33.2,False,False,True
Nevada,3.2,38,2021-09-15,2021-09-27,26.5,30.1,37.0,False,False,True
Nevada,3.2,39,2021-09-29,2021-10-11,22.1,25.8,30.0,False,False,True
Nevada,3.3,40,2021-12-01,2021-12-13,27.4,30.9,36.3,False,False,True
Nevada,3.3,41,2021-12-29,2022-01-10,28.8,29.8,35.4,False,False,True
Nevada,3.3,42,2022-01-26,2022-02-07,29.6,31.1,37.0,False,False,True
Nevada,3.4,43,2022-03-02,2022-03-14,23.1,29.2,32.7,False,False,True
Nevada,3.4,44,2022-03-30,2022-04-11,23.0,26.4,31.2,False,False,True
Nevada,3.4,45,2022-04-27,2022-05-09,22.4,25.7,30.1,False,False,True
Nevada,3.5,46,2022-06-01,2022-06-13,30.2,34.0,39.9,False,False,True
Nevada,3.5,47,2022-06-29,2022-07-11,28.4,33.9,38.3,False,False,True
Nevada,3.5,48,2022-07-27,2022-08-08,21.3,29.7,32.5,False,False,True
Nevada,3.6,49,2022-09-14,2022-09-26,24.6,34.2,37.1,False,False,True
Nevada,3.6,50,2022-10-05,2022-10-17,27.2,35.7,38.9,False,False,True
Nevada,3.6,51,2022-11-02,2022-11-14,26.6,38.3,39.3,False,False,True
Nevada,3.7,52,2022-12-09,2022-12-19,26.5,37.4,41.1,False,False,True
Nevada,3.7,53,2023-01-04,2023-01-16,22.6,26.8,32.6,False,False,True
Nevada,3.7,54,2023-02-01,2023-02-13,29.4,31.8,38.4,False,False,True
Nevada,3.8,55,2023-03-01,2023-03-13,24.8,29.6,34.5,False,False,True
Nevada,3.8,56,2023-03-29,2023-04-10,21.4,33.3,37.9,False,False,True
Nevada,3.8,57,2023-04-26,2023-05-08,23.4,30.0,35.0,False,False,True
Nevada,3.9,58,2023-06-07,2023-06-19,22.1,28.5,31.7,False,False,True
Nevada,3.9,59,2023-06-28,2023-07-10,24.9,29.1,35.3,False,False,True
Nevada,3.9,60,2023-07-26,2023-08-07,27.1,31.6,37.4,False,False,True
Nevada,3.10,61,2023-08-23,2023-09-04,20.6,28.6,32.9,False,False,True
Nevada,3.10,62,2023-09-20,2023-10-02,27.9,33.4,41.4,False,False,True
New Hampshire,1,1,2020-04-23,2020-05-05,19.5,31.3,34.8,True,False,False
New Hampshire,1,2,2020-05-07,2020-05-12,23.3,30.4,35.0,True,False,False
New Hampshire,1,3,2020-05-14,2020-05-19,20.3,25.2,28.8,True,False,False
New Hampshire,1,4,2020-05-21,2020-05-26,22.2,24.6,31.1,True,False,False
New Hampshire,1,5,2020-05-28,2020-06-02,22.6,26.7,31.8,True,False,False
New Hampshire,1,6,2020-06-04,2020-06-09,26.2,31.7,35.1,True,False,False
New Hampshire,1,7,2020-06-11,2020-06-16,21.7,28.1,33.4,True,False,False
New Hampshire,1,8,2020-06-18,2020-06-23,23.0,31.2,34.4,True,False,False
New Hampshire,1,9,2020-06-25,2020-06-30,24.3,27.5,32.4,True,False,False
New Hampshire,1,10,2020-07-02,2020-07-07,19.7,32.5,35.7,True,False,False
New Hampshire,1,11,2020-07-09,2020-07-14,28.7,28.9,35.1,True,False,False
New Hampshire,1,12,2020-07-16,2020-07-21,28.8,34.0,40.7,True,False,False
New Hampshire,2,13,2020-08-19,2020-08-31,19.8,28.4,31.5,True,False,False
New Hampshire,2,14,2020-09-02,2020-09-14,22.1,31.6,34.9,True,False,False
New Hampshire,2,15,2020-09-16,2020-09-28,19.0,29.4,32.2,True,False,False
New Hampshire,2,16,2020-09-30,2020-10-12,19.8,27.3,31.4,True,False,False
New Hampshire,2,17,2020-10-14,2020-10-26,20.8,26.5,31.0,True,False,False
New Hampshire,3,18,2020-10-28,2020-11-09,21.5,36.0,39.2,True,False,False
New Hampshire,3,19,2020-11-11,2020-11-23,24.2,33.8,40.1,True,False,False
New Hampshire,3,20,2020-11-25,2020-12-07,26.1,37.3,41.7,True,False,False
New Hampshire,3,21,2020-12-09,2020-12-21,23.8,32.2,39.5,True,False,False
New Hampshire,3,22,2021-01-06,2021-01-18,25.4,33.7,36.5,True,False,False
New Hampshire,3,23,2021-01-20,2021-02-01,25.2,32.5,37.7,True,False,False
New Hampshire,3,24,2021-02-03,2021-02-15,19.6,29.3,32.6,True,False,False
New Hampshire,3,25,2021-02-17,2021-03-01,23.5,26.6,34.4,True,False,False
New Hampshire,3,26,2021-03-03,2021-03-15,21.7,31.6,35.7,True,False,False
New Hampshire,3,27,2021-03-17,2021-03-29,23.3,28.0,32.4,True,False,False
New Hampshire,3.1,28,2021-04-14,2021-04-26,17.7,23.3,27.3,True,False,False
New Hampshire,3.1,29,2021-04-28,2021-05-10,14.6,23.3,26.3,True,False,False
New Hampshire,3.1,30,2021-05-12,2021-05-24,20.5,19.6,27.5,True,False,False
New Hampshire,3.1,31,2021-05-26,2021-06-07,26.3,28.8,33.4,True,False,False
New Hampshire,3.1,32,2021-06-09,2021-06-21,13.2,19.1,21.0,True,False,False
New Hampshire,3.1,33,2021-06-23,2021-07-05,19.3,25.3,29.9,True,False,False
New Hampshire,3.2,34,2021-07-21,2021-08-02,16.8,21.8,25.9,True,False,False
New Hampshire,3.2,35,2021-08-04,2021-08-16,20.8,23.2,30.0,True,False,False
New Hampshire,3.2,36,2021-08-18,2021-08-30,17.2,21.6,23.9,True,False,False
New Hampshire,3.2,37,2021-09-01,2021-09-13,18.3,26.3,28.7,True,False,False
New Hampshire,3.2,38,2021-09-15,2021-09-27,17.0,24.8,26.8,True,False,False
New Hampshire,3.2,39,2021-09-29,2021-10-11,14.8,20.0,23.5,True,False,False
New Hampshire,3.3,40,2021-12-01,2021-12-13,21.1,27.0,30.7,True,False,False
New Hampshire,3.3,41,2021-12-29,2022-01-10,21.0,27.2,31.7,True,False,False
New Hampshire,3.3,42,2022-01-26,2022-02-07,16.2,20.8,23.9,True,False,False
New Hampshire,3.4,43,2022-03-02,2022-03-14,18.8,26.4,29.6,True,False,False
New Hampshire,3.4,44,2022-03-30,2022-04-11,20.9,24.7,30.8,True,False,False
New Hampshire,3.4,45,2022-04-27,2022-05-09,21.6,30.0,31.9,True,False,False
New Hampshire,3.5,46,2022-06-01,2022-06-13,20.4,29.0,31.2,True,False,False
New Hampshire,3.5,47,2022-06-29,2022-07-11,15.7,26.2,28.8,True,False,False
New Hampshire,3.5,48,2022-07-27,2022-08-08,18.8,26.9,28.8,True,False,False
New Hampshire,3.6,49,2022-09-14,2022-09-26,23.2,36.1,38.1,True,False,False
New Hampshire,3.6,50,2022-10-05,2022-10-17,20.9,28.0,33.2,True,False,False
New Hampshire,3.6,51,2022-11-02,2022-11-14,22.9,27.0,32.4,True,False,False
New Hampshire,3.7,52,2022-12-09,2022-12-19,22.0,29.6,34.1,True,False,False
New Hampshire,3.7,53,2023-01-04,2023-01-16,21.2,27.7,31.5,True,False,False
New Hampshire,3.7,54,2023-02-01,2023-02-13,17.6,26.3,29.4,True,False,False
New Hampshire,3.8,55,2023-03-01,2023-03-13,18.4,25.5,29.1,True,False,False
New Hampshire,3.8,56,2023-03-29,2023-04-10,18.5,22.1,28.6,True,False,False
New Hampshire,3.8,57,2023-04-26,2023-05-08,19.2,30.1,32.9,True,False,False
New Hampshire,3.9,58,2023-06-07,2023-06-19,21.0,27.9,31.6,True,False,False
New Hampshire,3.9,59,2023-06-28,2023-07-10,17.8,24.0,27.5,True,False,False
New Hampshire,3.9,60,2023-07-26,2023-08-07,19.1,27.3,30.1,True,False,False
New Hampshire,3.10,61,2023-08-23,2023-09-04,17.6,24.2,26.5,True,False,False
New Hampshire,3.10,62,2023-09-20,2023-10-02,22.2,28.3,33.0,True,False,False
New Jersey,1,1,2020-04-23,2020-05-05,23.6,31.4,37.6,True,False,False
New Jersey,1,2,2020-05-07,2020-05-12,26.4,36.3,39.6,True,False,False
New Jersey,1,3,2020-05-14,2020-05-19,26.9,34.4,39.3,True,False,False
New Jersey,1,4,2020-05-21,2020-05-26,22.9,26.2,31.1,True,False,False
New Jersey,1,5,2020-05-28,2020-06-02,25.8,31.8,36.5,True,False,False
New Jersey,1,6,2020-06-04,2020-06-09,21.8,30.7,33.8,True,False,False
New Jersey,1,7,2020-06-11,2020-06-16,26.9,33.5,38.7,True,False,False
New Jersey,1,8,2020-06-18,2020-06-23,24.4,30.8,34.1,True,False,False
New Jersey,1,9,2020-06-25,2020-06-30,24.2,30.2,33.9,True,False,False
New Jersey,1,10,2020-07-02,2020-07-07,25.9,33.6,38.2,True,False,False
New Jersey,1,11,2020-07-09,2020-07-14,28.7,37.1,42.0,True,False,False
New Jersey,1,12,2020-07-16,2020-07-21,26.8,34.2,37.6,True,False,False
New Jersey,2,13,2020-08-19,2020-08-31,24.7,33.3,37.8,True,False,False
New Jersey,2,14,2020-09-02,2020-09-14,21.9,30.7,35.4,True,False,False
New Jersey,2,15,2020-09-16,2020-09-28,23.7,34.9,38.3,True,False,False
